ratio_boca,ratio_sonrisa,ratio_curvatura,ratio_cejas,ratio_ojos,ratio_aspecto_ojos,ratio_tension_parpados,ratio_grosor_labios,ratio_compresion_boca,ratio_nariz_boca,ratio_dist_cejas,clase
0.009751110166144314,1.1608516402246434,-0.020685228367733177,0.20372587279148302,0.0621619958891587,3.9434833738583928,-0.029304073520955334,0.09696033762982695,0.427494719599819,0.25069952913211097,0.9997860377737703,1
0.0,1.1454095282658372,-0.010488484720831184,0.17217184823389078,0.07415581096569292,3.3094102819593543,-0.03496161573610394,0.09789252406109104,0.41260631840671785,0.2598717259635102,0.9929345074562542,1
0.013885875787890445,1.1636363636363636,-0.013885875787890445,0.1351550464973522,0.08357220170695565,2.9173010366324545,-0.03992189289018503,0.10414406840917834,0.4096333357427681,0.25209291090972236,1.0001687011230627,1
0.00675429033697874,1.1403103491189108,-0.01350858067395748,0.12841148142434664,0.08027835800921673,2.9165242122451684,-0.03883716943762776,0.1013143550546811,0.3985031298817457,0.24917317415309842,0.9593232483842508,1
0.00670899228541136,1.1404858219750882,-0.01341798457082272,0.13060093265070238,0.07649428131005734,2.990105178214999,-0.036899457569762484,0.09392589199575904,0.409248529410093,0.24095935712846167,0.9527713926917527,1
0.0,1.1333333333333333,-0.01341798457082272,0.13203295428649547,0.07905634754478871,2.89615022004837,-0.03857670564111532,0.09434357874880109,0.4160116229536762,0.24429619540654926,0.9393547578150877,1
0.0,1.140175425099138,-0.013602609775012875,0.13239794051956613,0.08343447019168633,2.8243688818546566,-0.040807829325038625,0.09521826842509012,0.40813496685572165,0.24587803876897865,0.9592010275001633,1
0.0,1.1403103491189108,-0.010195592378577322,0.13397279767279255,0.07599345876459221,3.0538942092912302,-0.03738383872145018,0.095158862200055,0.4146207567288111,0.251618128922878,0.9586025865388217,1
0.006798789379371385,1.1227712966652579,-0.010198184069057079,0.13400685317554142,0.07601277608489013,3.097143686227074,-0.037393341586542624,0.09518305131119939,0.40792736276228314,0.2475196620019212,0.9655238447191618,1
0.006798789379371385,1.1208222733203452,-0.01359757875874277,0.12805780756193044,0.07751812570784274,2.990105178214999,-0.037393341586542624,0.09518305131119939,0.4079840154065063,0.2418099137449343,0.9588462605800302,1
0.0,1.140175425099138,-0.013594123171436429,0.1323153380738508,0.08009412444434258,2.8993653906240597,-0.039083104117879734,0.09572140421548186,0.4078803333900354,0.24168196113404594,0.9586025865388217,1
0.006846745932968224,1.1551293965327116,-0.027386983731872896,0.1332825208954949,0.07806491454667838,3.033880722793477,-0.03765710263132523,0.08943396011354576,0.4245534599464737,0.22963776659786103,0.9654154554841172,1
0.0068924551679557765,1.1248848179518367,-0.04135473100773466,0.14200797086589706,0.0730966792814192,3.314028735329525,-0.03446227583977888,0.08270946201546932,0.46184592962138193,0.21103026642406067,0.9720561257658711,1
0.0741032418538927,1.1428298157458092,-0.07379891513952497,0.13666264223366928,0.07539239984877065,3.042322020002888,-0.03522220949840964,0.08721689971034768,0.49651075808005307,0.19862404484814317,0.9460630704679929,1
0.10085826942680638,1.146642264199099,-0.08050790742493633,0.13666264223366928,0.06607591101236354,3.5663800277497413,-0.03019046528435112,0.08050790742493633,0.5300528508231953,0.20020184512274394,0.9527713926917527,1
0.10683681727269878,1.1558196466790314,-0.08330371949681424,0.13452907103800152,0.06712443091970241,3.485390854859425,-0.029989339018853124,0.07997157071694166,0.5398492384112269,0.20070342784867934,0.9463537190293576,1
0.11419863185345551,1.1392195623102124,-0.08717766936484443,0.1411152936974853,0.0691358731972879,3.3641820525334234,-0.03185337919100085,0.07376572023179144,0.5633417786893271,0.20125078327226037,0.9523428341091267,1
0.11348889800240046,1.1499780942467144,-0.0866358682766868,0.13575220754488052,0.06563571901478665,3.512192460537436,-0.029989339018853124,0.07997157071694166,0.5598406620510609,0.20196305610833298,0.9396895878877507,1
0.11348889800240046,1.134062015180428,-0.08996801705655938,0.13575220754488052,0.06262150423914552,3.6961328962505453,-0.02832326462891684,0.07330727315719653,0.573129590138082,0.20196305610833298,0.9396895878877507,1
0.11405286885199312,1.1499780942467144,-0.09392589199575904,0.135431302649101,0.067574607100847,3.485390854859425,-0.03019046528435112,0.08721689971034768,0.5702643442599656,0.19804620348068902,0.9594093545420286,1
0.11993338883749852,1.135715921913584,-0.09328152465138774,0.138720701571592,0.06711101959372519,3.4890071433388075,-0.02998334720937463,0.08703337986790655,0.5663521139548541,0.2019227042968731,0.946164639464112,1
0.11327042279097083,1.1357830109009666,-0.09328152465138774,0.13430288710479135,0.06409740705211968,3.6766511941814066,-0.028317605697742707,0.07995559255833234,0.5663521139548541,0.1972443293491374,0.9528973284331114,1
0.10660745674444314,1.1236424638057874,-0.08661855860486005,0.13430288710479135,0.06409740705211968,3.6134117605676326,-0.028317605697742707,0.07376614892926533,0.5663913065166778,0.1972443293491374,0.9462350185455327,1
0.11327042279097083,1.1480637031825012,-0.0899500416281239,0.138720701571592,0.059595380047235816,3.8673610659239728,-0.026651864186110784,0.08042911497579303,0.5665088679334868,0.19933218324343516,0.9395727179637787,1
0.10683681727269878,1.1518760035086881,-0.08330371949681424,0.1387484232268407,0.06262150423914552,3.7427221912438373,-0.02832326462891684,0.07997157071694166,0.5598406620510609,0.2000000284153812,0.9463537190293576,1
0.11346622314936929,1.121934070914844,-0.09328152465138774,0.125330925613519,0.06711101959372519,3.485390854859425,-0.02998334720937463,0.07329262651180465,0.5730538168667295,0.19988898139583086,0.9396908363523231,1
0.112521111856112,1.1481270278376012,-0.08604555612526212,0.13658822855347935,0.06367338737587212,3.665349306832903,-0.028130277964028,0.07989705714597814,0.5692629288249922,0.20058693731907054,0.9399055341031692,1
0.11425002175428964,1.1375686792453457,-0.08721689971034768,0.13967895231218688,0.06468420882402381,3.588110037304149,-0.02851321721299828,0.08721689971034768,0.5635952850376318,0.20134134703495435,0.9527005274478045,1
0.11911130398407531,1.1463210914092374,-0.08933347798805648,0.13358024550848754,0.060807157910793344,3.826900868015128,-0.026469178663127847,0.07987781264174974,0.5757426650961027,0.20262486702433422,0.9464813508450561,1
0.11346622314936929,1.1481270278376012,-0.08661855860486005,0.138720701571592,0.059595380047235816,3.9230463384775636,-0.026651864186110784,0.07329262651180465,0.5730538168667295,0.20479769382143087,0.946164639464112,1
0.112521111856112,1.1341275735823777,-0.09266444505797458,0.13482723063531069,0.06219481913021578,3.7430878865040853,-0.028130277964028,0.07327816821326566,0.575881375481208,0.20003382251960858,0.9399055341031692,1
0.11348889800240046,1.1481270278376012,-0.0866358682766868,0.13575220754488052,0.06262150423914552,3.7430878865040853,-0.02832326462891684,0.07330727315719653,0.573168334744524,0.20196305610833298,0.9463537190293576,1
